Unnamed: 0,Model,Length,Beam,Draft,Year,Type,Location,Asking,posted_at,Material,Hull_Type,Is_Mono,Is_Diesel,Motor_Type,Engine_Count,Is_Inboard,Year_Listed,Asking_Price_Adj
1208,S2 9.2 Center Cockpit,30.0,11.0,3.11,1987,cruiser,"Brooklyn, New York",21000.0,2017-04-25,fiberglass ,monohull,1,1,inboard,1,1,2017,23214.629569190605
1210,catalina capri,22.0,7.0,4.0,1986,racer,"Seneca Lake Keowee, South Carolina",4000.0,2017-04-24,fiberglass ,monohull,1,0,outboard,1,0,2017,4421.834203655352
1212,Hinterhoeller Nonsuch Ultra 30,30.0,11.1,5.0,1987,cruiser,"Belmont Maine, Maine",60000.0,2017-04-24,fiberglass ,monohull,1,1,inboard,1,1,2017,66327.5130548303
1214,Mediterranean Shipyard Residence 35,35.0,12.0,6.2,2004,cruiser,"Sint Marteen, Outside United States",23000.0,2017-04-24,fiberglass ,monohull,1,1,inboard,1,1,2017,25425.54667101828
1219,olympic boat yard greece Carter 33,33.0,11.0,5.6,1975,racer,"miami, Florida",29000.0,2017-04-23,fiberglass ,monohull,1,1,inboard,1,1,2017,32058.297976501308
1220,Columbia YachtsHughes 8.3 27ft,27.0,9.4,4.4,1981,daysailer,"CRANDON MARINA, Florida",15500.0,2017-04-23,fiberglass ,monohull,1,1,inboard,1,1,2017,17134.60753916449
1221,C&C C&C 35 - Mk I,36.0,10.0,5.0,1973,racer,"ventnor, New Jersey",12500.0,2017-04-23,fiberglass ,monohull,1,0,inboard,1,1,2017,13818.231886422978
1223,Pearson P30,30.0,9.5,5.0,1974,cruiser,"Cumberland, Maine",9500.0,2017-04-22,fiberglass ,monohull,1,1,inboard,1,1,2017,10501.856233681465
1226,Catalina sloop,34.0,12.0,6.4,1989,daysailer,"Ensenada  MX, California",39000.0,2017-04-22,fiberglass ,monohull,1,0,motorless,0,0,2017,43112.88348563969
1229,Pearson 27SL,28.0,9.3,3.4,1987,cruiser,"Nassau Bay, Texas",15625.0,2017-04-21,fiberglass ,monohull,1,0,inboard,1,1,2017,17272.789858028722
1231,Pearson P30,30.0,9.6,5.0,1973,cruiser,"Portland, Maine",9750.0,2017-04-21,fiberglass ,monohull,1,1,inboard,1,1,2017,10778.220871409923
1233,Frank Butler Catalina 25,25.0,8.0,3.5,1966,racer,"DeltaBayArea, California",1555.0,2017-04-21,fiberglass ,monohull,1,0,outboard,1,0,2017,1718.9880466710183
1234,MacGregor 26S,25.82,7.82,6.33,1991,daysailer,"Riverside, California",4800.0,2017-04-20,fiberglass ,monohull,1,0,motorless,0,0,2017,5306.201044386424
1239,Catalina 34,34.6,11.9,5.6,1988,cruiser,"San Diego, California",48000.0,2017-04-20,fiberglass ,monohull,1,1,inboard,1,1,2017,53062.01044386424
1242,Pearson Wanderer 30ft,30.0,9.6,3.57,1969,racer,"JR marine placida, Florida",10000.0,2019-05-04,fiberglass ,monohull,1,1,inboard,1,1,2019,10598.966584134212
1243,Hunter Hunter 25.5,25.5,9.0,4.5,1985,racer,"Leamington Ontario 1 hour from Windsor Detroit, Michigan",3500.0,2019-05-04,fiberglass ,monohull,1,1,inboard,1,1,2019,3709.638304446974
1245,Amel Euros,41.0,10.5,5.2,1978,cruiser,"Rio Dulce Guatemala, ",40000.0,2019-05-03,fiberglass ,monohull,1,1,inboard,1,1,2019,42395.86633653685
1247,C&C 110,36.0,12.0,6.6,2001,cruiser,"Moss Landing, California",80000.0,2019-05-03,fiberglass ,monohull,1,1,inboard,1,1,2019,84791.7326730737
1248,2001 Beneteau Oceanis 381,38.0,12.9,5.4,2001,cruiser,"Marina Del Rey, California",79500.0,2019-05-03,fiberglass ,monohull,1,1,inboard,1,1,2019,84261.784343867
1250,J Boat J/27,27.0,8.5,4.8,1985,racer,"Ontario, Outside United States",11000.0,2019-05-03,fiberglass ,monohull,1,0,outboard,1,0,2019,11658.863242547632
1253,Newport MK-II,30.0,10.5,4.5,1977,cruiser,"Pompano Beach, Florida",7900.0,2019-05-03,fiberglass ,monohull,1,1,inboard,1,1,2019,8373.183601466026
1254,Allied Luders 33,33.0,11.0,5.0,1970,cruiser,"Flag Harbor Saint Leonard, Maryland",29500.0,2019-05-03,fiberglass ,monohull,1,1,inboard,1,1,2019,31266.95142319593
1255,PearsonYachts Pearson 23,23.0,8.0,3.2,1979,cruiser,"Hillsdale, Michigan",2300.0,2019-05-02,fiberglass ,monohull,1,0,outboard,1,0,2019,2437.762314350869
1257,hunter 23.5,23.5,8.0,2.0,1994,cruiser,"Minneapolis, Minnesota",6000.0,2019-05-02,fiberglass ,monohull,1,0,outboard,1,0,2019,6359.379950480527
1258,Erickson 27,27.0,9.0,4.0,1972,cruiser,"Port Sanilac, Michigan",4995.0,2019-05-02,fiberglass ,monohull,1,0,outboard,1,0,2019,5294.183808775038
1260,Cal 34,33.0,10.0,5.0,1967,cruiser,"Beaufort, South Carolina",14999.0,2019-05-01,fiberglass ,monohull,1,0,inboard,1,1,2019,15897.389979542904
1261,Bayfield bayfield 29,29.0,10.2,3.6,1988,cruiser,"Cheboygan, Michigan",20450.0,2019-05-01,fiberglass ,monohull,1,1,inboard,1,1,2019,21674.886664554462
1262,Landing School LS 30 Sportboat,30.0,8.0,5.11,2009,racer,"DETROIT, Michigan",23999.0,2019-05-01,composite ,monohull,1,1,inboard,1,1,2019,25436.45990526369
1263,Catalina 27 Tall Rig,27.0,8.0,4.5,1982,cruiser,"Harbor Pointe Marina Lake Martin Dadeville, Alabama",5250.0,2019-05-01,fiberglass ,monohull,1,0,outboard,1,0,2019,5564.457456670461
1264,Catalina Catalina 27,27.0,9.0,4.0,1978,daysailer,"Stratford, Connecticut",3500.0,2019-04-30,fiberglass ,monohull,1,0,inboard,1,1,2019,3709.638304446974
1265,Rhodes Swiftsure,33.0,10.0,6.5,1960,cruiser,"Key West, Florida",3000.0,2019-04-30,fiberglass ,monohull,1,0,inboard,1,1,2019,3179.689975240264
1266,Endeavour 32 Foot Sloop,32.0,10.0,4.2,1979,cruiser,"Tampa, Florida",27900.0,2019-04-30,fiberglass ,monohull,1,1,inboard,1,1,2019,29571.11676973445
1267,Seafarer ,30.0,9.5,5.0,1981,cruiser,"St Clair Shores, Michigan",9000.0,2019-04-30,fiberglass ,monohull,1,1,inboard,1,1,2019,9539.06992572079
1269,C&C 29,29.0,10.0,5.25,1977,racer,"Windham, New Hampshire",13500.0,2019-04-29,fiberglass ,monohull,1,1,inboard,1,1,2019,14308.604888581189
1271,J Boats J70  J 70  J/70  J-70,23.0,7.4,4.8,2014,racer,"Harbor Springs, Michigan",49700.0,2019-04-29,fiberglass ,monohull,1,0,outboard,1,0,2019,52676.86392314704
1272,Chrysler Buccaneer,18.0,6.0,2.0,1974,daysailer,"Ham Lake, Minnesota",1200.0,2019-04-28,fiberglass ,monohull,1,0,outboard,1,0,2019,1271.8759900961054
1276,Capital Yachts Neptune 24 FG,24.0,8.0,4.5,1981,daysailer,"Prunedale, California",4000.0,2019-04-28,fiberglass ,monohull,1,0,outboard,1,0,2019,4239.586633653685
1280,Catalina Sparkman & Stevenson,38.0,12.9,7.0,1980,cruiser,"Long beach, California",38000.0,2019-04-27,fiberglass ,monohull,1,1,inboard,1,1,2019,40276.073019710006
1281,O'Day 28,28.0,10.25,4.5,1984,cruiser,"Lewisville, Texas",11995.0,2019-04-26,fiberglass ,monohull,1,1,inboard,1,1,2019,12713.460417668986
1284,J Boats J92,30.0,9.0,6.0,1996,racer,"Montgomery, New York",38900.0,2019-04-26,fiberglass ,monohull,1,1,inboard,1,1,2019,41229.98001228209
1286,S2 36,36.0,11.11,5.6,1981,cruiser,"Kemah, Texas",40000.0,2019-04-25,fiberglass ,monohull,1,1,inboard,1,1,2019,42395.86633653685
1290,Catalina Catalina 27,27.0,8.8,4.0,1977,daysailer,"sea isle city, New Jersey",3000.0,2019-04-24,fiberglass ,monohull,1,0,inboard,2,1,2019,3179.689975240264
1291,Young sun Cutter,35.0,11.0,5.4,1986,cruiser,"Out cruising but available, Outside United States",49000.0,2019-04-24,fiberglass ,monohull,1,1,inboard,1,1,2019,51934.93626225764
1293,Ericson 32,32.0,6.0,5.5,1974,racer,"Milwaukee, Wisconsin",10500.0,2019-04-23,fiberglass ,monohull,1,0,inboard,1,1,2019,11128.914913340925
1299,C&C Yachts 30,30.0,10.0,5.0,1976,racer,"Jersey City, New Jersey",7500.0,2019-04-22,fiberglass ,monohull,1,0,inboard,1,1,2019,7949.224938100659
1300,Hinckley Standard 36,36.6,9.4,5.2,1953,cruiser,"Nantucket, Massachusetts",30000.0,2019-04-22,wood ,monohull,1,1,inboard,1,1,2019,31796.899752402634
1301,Catalina 27,27.0,8.1,4.0,1981,cruiser,"Quincy, Massachusetts",4500.0,2019-04-22,fiberglass ,monohull,1,0,outboard,1,0,2019,4769.534962860395
1302,Catalina 40,40.6,13.5,4.5,1996,cruiser,"Genoa italy, Outside United States",80000.0,2019-04-22,fiberglass ,monohull,1,1,inboard,1,1,2019,84791.7326730737
1303,Mirage 27,27.0,9.2,4.0,1985,cruiser,"Huntington, New York",15000.0,2019-04-21,fiberglass ,monohull,1,1,inboard,1,1,2019,15898.449876201315
1306,Hallberg-Rassy Monsun,30.6,9.5,4.5,1974,cruiser,"Italy - Gallipoli, Outside United States",30000.0,2019-04-21,fiberglass ,monohull,1,1,inboard,1,1,2019,31796.899752402634
1308,Irwin Centercockpit,44.0,13.6,4.8,1985,motorsailer,"Boston, Massachusetts",74500.0,2019-04-20,fiberglass ,monohull,1,1,inboard,1,1,2019,78962.30105179988
1312,Franz maas Little harbor prototype,52.0,13.5,4.8,1966,cruiser,"Hampstead, North Carolina",128000.0,2019-04-19,steel ,monohull,1,1,inboard,1,1,2019,135666.7722769179
1314,Grampian Grampian 30,30.0,9.6,4.7,1974,racer,"Spragge Ontario, Michigan",13000.0,2019-04-19,fiberglass ,monohull,1,0,inboard,1,1,2019,13778.656559374476
1317,Endeavour Sail,37.0,11.7,4.6,1981,cruiser,"Ashtabula, Ohio",28000.0,2019-04-19,fiberglass ,monohull,1,1,inboard,1,1,2019,29677.10643557579
1321,Catalina 28,28.0,10.2,3.1,1992,cruiser,"Tallahassee, Florida",24900.0,2017-06-13,fiberglass ,monohull,1,1,inboard,1,1,2017,27525.91791775457
1324,Formosa World 36,36.5,12.0,5.5,1981,cruiser,"Portland, Maine",24000.0,2017-06-13,fiberglass ,monohull,1,1,inboard,1,1,2017,26531.00522193212
1325,Tartan 28,28.0,9.1,4.11,1985,cruiser,"Milford, Connecticut",18000.0,2017-06-13,fiberglass ,monohull,1,0,inboard,1,1,2017,19898.253916449088
1327, YNGLING,21.0,6.0,4.0,1979,racer,"phoenix, Arizona",2200.0,2017-06-13,fiberglass ,monohull,1,0,motorless,0,0,2017,2432.008812010444
1328,Hunter Passage 450,45.0,14.0,5.1,1998,cruiser,"San Diego, California",129500.0,2017-06-13,fiberglass ,monohull,1,1,inboard,1,1,2017,143156.88234334203
1330,Capital Yachts Newport 27',27.0,9.18,4.25,1976,racer,"Fort Lauderdale, Florida",8500.0,2017-06-12,fiberglass ,monohull,1,0,inboard,1,1,2017,9396.397682767623
1333,beneteau Cyclades 43.3,43.0,14.6,6.2,2005,cruiser,"Tortola British Virgin Islands Caribbean, ",85000.0,2017-06-12,fiberglass ,monohull,1,1,inboard,1,1,2017,93963.97682767623
1334,Merit Merit25,25.0,8.0,4.0,1982,racer,"On mooring City Island NY, New York",4900.0,2017-06-12,fiberglass ,monohull,1,0,outboard,1,0,2017,5416.746899477807
1336,International Marine Sanibel 18,18.0,7.4,3.7,2011,cruiser,"Nevada city, California",9500.0,2017-06-11,fiberglass ,monohull,1,0,outboard,1,0,2017,10501.856233681465
1338,Douglas Flying Scot,19.0,6.7,3.11,1982,racer,"Jamestown, Pennsylvania",5500.0,2017-06-11,fiberglass ,monohull,1,0,motorless,0,0,2017,6080.022030026111
1339,Catalina 27,27.0,11.9,4.0,1979,cruiser,"Lake Lanier, Georgia",6500.0,2017-06-10,fiberglass ,monohull,1,0,outboard,1,0,2017,7185.480580939949
1342,Tradewind 25,25.0,10.0,4.3,1997,cruiser,"Preveza Greece, Outside United States",51000.0,2017-06-08,fiberglass ,monohull,1,1,inboard,1,1,2017,56378.38609660575
1347,Ranger Tall Mast,23.0,8.6,4.6,1978,racer,"Oxnard, California",6000.0,2017-06-07,fiberglass ,monohull,1,0,outboard,1,0,2017,6632.75130548303
1349,C&C 24,24.0,8.9,4.0,1981,cruiser,"Glen Cove, New York",5000.0,2017-06-07,fiberglass ,monohull,1,0,outboard,1,0,2017,5527.292754569192
1352,Cheoy Lee Robb 35,35.5,10.0,4.6,1964,cruiser,"Baltimore, Maryland",25000.0,2017-06-05,wood ,monohull,1,1,inboard,1,1,2017,27636.46377284596
1354,Hunter 280,28.0,11.0,4.3,1998,cruiser,"Port Huron, Michigan",24500.0,2017-06-05,fiberglass ,monohull,1,1,inboard,1,1,2017,27083.73449738904
1357,CAL 2-29,29.3,9.3,4.9,1978,cruiser,"Huntington Harbor  NY, New Yorkrn Harbor  NY",10000.0,2017-06-05,fiberglass ,monohull,1,1,inboard,1,1,2017,11054.585509138384
1358,Dufour Trans-Atlantic Arpage,30.0,9.6,4.6,1969,cruiser,"Carver, Massachusetts",9000.0,2017-06-05,fiberglass ,monohull,1,1,inboard,1,1,2017,9949.126958224544
1359,Douglas Flying scot,19.0,7.0,3.0,1965,cruiser,"Reading, Massachusetts",2900.0,2017-06-05,fiberglass ,monohull,1,0,motorless,0,0,2017,3205.829797650131
1363,Com-Pac Picnic Cat,14.0,6.6,2.8,2008,daysailer,"Punta Gorda, Florida",8500.0,2017-06-03,fiberglass ,monohull,1,0,outboard,1,0,2017,9396.397682767623
1365,Catalina 42,42.0,13.1,4.1,1994,cruiser,"Lake Huron, Outside United States",115000.0,2017-06-02,fiberglass ,monohull,1,1,inboard,1,1,2017,127127.7333550914
1366,Irwin Citation 34,34.5,11.4,4.7,1985,cruiser,"Dartmouth, Massachusetts",24850.0,2017-06-02,fiberglass ,monohull,1,1,inboard,1,1,2017,27470.64499020888
1367,Catalina MKII,42.0,14.0,5.0,1999,cruiser,"Boyne City, Michigan",125000.0,2017-06-01,fiberglass ,monohull,1,1,inboard,1,1,2017,138182.31886422978
1368,Clipper 30,30.0,8.0,4.6,1979,cruiser,"Eureka, California",17500.0,2017-06-01,fiberglass ,monohull,1,1,inboard,1,1,2017,19345.52464099217
1369,coranado columbia 35' coranado,35.0,10.0,3.5,1973,cruiser,"pasadena  maryland, Maryland",18000.0,2017-05-31,fiberglass ,monohull,1,1,inboard,1,1,2017,19898.253916449088
1373,Cape Dory Cape Dory 27,27.0,8.5,4.0,1980,cruiser,"Harbor Point Yacht Club West Alton, Missouri",14000.0,2017-05-31,fiberglass ,monohull,1,1,inboard,1,1,2017,15476.419712793737
1374,Jeanneau Sun Odyssey 42.1,42.0,12.0,6.0,1995,cruiser,"Italy, Outside United States",80000.0,2017-05-31,fiberglass ,monohull,1,1,inboard,1,1,2017,88436.68407310707
1375,Catalina Sloop,36.0,12.0,5.5,1983,cruiser,"Bellingham, Washington",12500.0,2017-05-31,fiberglass ,monohull,1,1,inboard,1,1,2017,13818.231886422978
1376,Columbia MKII,26.0,9.0,4.33,1969,racer,"Capt Cove Marina Garland TX, Texas",3699.0,2017-05-30,fiberglass ,monohull,1,0,inboard,1,1,2017,4089.091179830288
1377,Pearson 36.2,36.5,12.33,6.5,1985,cruiser,"Le Marin Martinique, Outside United States",55000.0,2017-05-30,fiberglass ,monohull,1,1,inboard,1,1,2017,60800.22030026111
1378,Cape Dory CD28,28.0,9.0,4.0,1983,cruiser,"Charlotte Sailing Center Lake Champlain, Vermont",13500.0,2017-05-30,fiberglass ,monohull,1,1,inboard,1,1,2017,14923.690437336816
1379,Catalina 320 MK II,32.0,12.0,4.0,2007,cruiser,"Beaufort, South Carolina",80000.0,2017-05-30,fiberglass ,monohull,1,1,inboard,1,1,2017,88436.68407310707
1381,General Boats Rhodes 22,22.0,8.0,4.6,1987,cruiser,"Richfield Springs, New York",5500.0,2017-05-30,fiberglass ,monohull,1,0,outboard,1,0,2017,6080.022030026111
1384,Hunter Marine 23,23.0,8.0,2.5,1987,racer,"Atwood Lake area, Ohio",5500.0,2017-05-26,fiberglass ,monohull,1,0,outboard,1,0,2017,6080.022030026111
1389,Catalina 36,36.0,12.0,4.6,1991,cruiser,"Chicago, Illinois",47500.0,2017-05-25,fiberglass ,monohull,1,1,inboard,1,1,2017,52509.28116840732
1391,morgan out island,41.0,14.0,5.0,1973,cruiser,"west caribbeanportobelo panama, Outside United States",44500.0,2017-05-25,fiberglass ,monohull,1,1,inboard,1,1,2017,49192.9055156658
1396,Vanguard V15,15.0,5.0,4.5,2005,racer,"Nashville, Tennessee",4500.0,2017-05-24,fiberglass ,monohull,1,0,motorless,0,0,2017,4974.563479112272
1397,Hans Christan 34 ft,34.0,11.0,6.0,1978,cruiser,"Trinidad, Outside United States",64900.0,2015-02-13,fiberglass ,monohull,1,1,inboard,1,1,2015,74197.01118485173
1398,Catalina Yachts Catalina 38  by Sparkman and Stevens,38.0,11.9,6.8,1989,racer,"Powell River BC Canada, Outside United States",25000.0,2015-02-12,fiberglass ,monohull,1,1,inboard,1,1,2015,28581.28319909543
1400,Hunter Hunter 31,31.0,11.0,5.0,1984,cruiser,"Wrightsville Beach, North Carolina",17500.0,2015-02-12,fiberglass ,monohull,1,1,inboard,1,1,2015,20006.8982393668
1401,Ranger Ranger 33,33.0,9.58,5.0,1978,cruiser,"half moon bay, California",17200.0,2015-02-11,fiberglass ,monohull,1,0,inboard,1,1,2015,19663.92284097765
1403,C&C 24,24.0,8.76,4.0,1976,cruiser,"Point Cadet Marina Biloxi Ms, Mississippi",2700.0,2015-02-10,fiberglass ,monohull,1,0,motorless,0,0,2015,3086.778585502306
1404,Cape Dory Sloop,28.0,8.0,6.0,1977,cruiser,"Slidell, Louisiana",19895.0,2015-02-10,fiberglass ,monohull,1,1,inboard,1,1,2015,22744.98516984014
1407,Helms 27,27.0,10.0,4.6,1983,racer,"Lake Murray  Lexington, South Carolina",15000.0,2015-02-09,fiberglass ,monohull,1,1,inboard,1,1,2015,17148.769919457256
1415,Hunter Cherubini design sloop,30.0,10.0,4.0,1981,daysailer,"Key West  Stock Island, Michigan",12500.0,2015-02-05,fiberglass ,monohull,1,1,inboard,1,1,2015,14290.641599547716
1418,Ontario yachts Sonar 23,23.0,8.0,7.0,1988,cruiser,"Jacksonville fl, Florida",9900.0,2015-02-04,fiberglass ,monohull,1,0,outboard,1,0,2015,11318.18814684179
1420,Hunter 170,17.0,6.0,3.0,2006,daysailer,"Mandeville, Louisiana",10000.0,2015-02-04,fiberglass ,monohull,1,0,outboard,1,0,2015,11432.513279638171
1423,Langley Fabricators Langley 48,48.0,14.2,6.0,1985,cruiser,"Nanaimo, Outside United States",85000.0,2015-02-03,steel ,monohull,1,1,inboard,1,1,2015,97176.36287692444
1426,Corbin Corbin 39,39.0,12.0,5.6,1989,cruiser,"Lake Champlain, New York",80000.0,2015-01-31,fiberglass ,monohull,1,1,inboard,1,1,2015,91460.10623710536
1427,Ontario yachts Sonar 23,23.0,6.0,4.0,1986,racer,"Jacksonville, Florida",7900.0,2015-01-28,fiberglass ,monohull,1,0,outboard,1,0,2015,9031.685490914157
1428,West Wight Potter 15,15.0,6.0,3.0,2006,cruiser,"Friday Harbor, Washington",6700.0,2015-01-27,fiberglass ,monohull,1,0,outboard,1,0,2015,7659.7838973575745
1430,Iwrin Ketch,37.0,11.5,4.5,1974,cruiser,"Mobile, Alabama",38500.0,2015-01-26,fiberglass ,monohull,1,1,inboard,1,1,2015,44015.17612660696
1432,Hunter 28,28.0,10.0,4.0,1991,cruiser,"Portland, Oregon",29900.0,2015-01-24,fiberglass ,monohull,1,1,inboard,1,1,2015,34183.21470611813
1433,Tartan T31,31.4,10.11,4.4,1989,racer,"Ossining  Hudson River, New York",45000.0,2015-01-24,fiberglass ,monohull,1,1,inboard,1,1,2015,51446.30975837177
1434,Catalina ,22.0,8.0,2.0,1984,daysailer,"Greenwood Lake, New Jersey",4700.0,2015-01-23,fiberglass ,monohull,1,0,outboard,1,0,2015,5373.281241429941
1435,C Raymamond Hunt Int. 210,29.8,6.5,5.0,1983,racer,"Rockland, Massachusetts",18000.0,2015-01-23,fiberglass ,monohull,1,0,motorless,0,0,2015,20578.52390334871
1436,S2 9.2C,30.0,12.1,4.11,1979,cruiser,"Belhaven, North Carolina",14200.0,2015-01-22,fiberglass ,monohull,1,1,inboard,1,1,2015,16234.168857086202
1437,Catalina c22,22.0,8.0,5.0,1970,racer,"centre, Alabama",5500.0,2015-01-22,fiberglass ,monohull,1,0,outboard,1,0,2015,6287.882303800994
1438,Catalina 22 Sport,22.0,8.0,5.0,2011,racer,"Mt Pleasant SC, South Carolina",14500.0,2015-01-21,fiberglass ,monohull,1,0,outboard,1,0,2015,16577.14425547535
1439,catalina cat 27,27.0,9.0,4.5,1979,cruiser,"Bronte Outer Harbour, Outside United States",7000.0,2015-01-21,fiberglass ,monohull,1,0,inboard,1,1,2015,8002.759295746719
1441,Columbia 8.3,27.3,9.4,4.4,1979,racer,"Blackbeard Sailing Club New Bern, North Carolina",7000.0,2015-01-21,fiberglass ,monohull,1,0,inboard,1,1,2015,8002.759295746719
1442,Hunter 31,31.4,10.11,5.3,1984,cruiser,"Trinidad Caribbean, ",19900.0,2015-01-20,fiberglass ,monohull,1,1,inboard,1,1,2015,22750.70142647996
1444,Hunter 25.5,26.0,9.0,4.5,1986,cruiser,"Portland, Maine",4000.0,2015-01-20,fiberglass ,monohull,1,1,inboard,1,1,2015,4573.005311855268
1447,Bill Lapworth Cal Jensen 35,35.0,10.5,6.5,1961,racer,"Port aransas TX, Texas",3700.0,2015-01-18,other ,monohull,1,0,outboard,1,0,2015,4230.029913466124
1448,CMT Ile Disko,40.0,13.6,5.8,1984,cruiser,"Chamcook Saint Andrews New Brunswick Canada, Outside United States",65000.0,2015-01-18,steel ,monohull,1,1,inboard,1,1,2015,74311.3363176481
1450,Choye Lee ,35.0,9.0,4.5,1979,cruiser,"Portalnd, Maine",25000.0,2015-01-17,fiberglass ,monohull,1,1,inboard,1,1,2015,28581.28319909543
1451,Columbia C-34 MKII,34.0,10.0,3.9,1974,cruiser,"Blackstone, Massachusetts",8000.0,2015-01-16,fiberglass ,monohull,1,0,inboard,1,1,2015,9146.010623710536
1452,Built in the United Kingdom Whitbread / Mount Gay 30 designed by Simon Rogers,31.0,10.7,6.5,1994,racer,"Durban South Africa, Outside United States",50000.0,2015-01-14,fiberglass ,monohull,1,0,inboard,1,1,2015,57162.56639819086
1453,Pearson Pearson 26,26.0,8.6,3.0,1973,daysailer,"Everett  Marina, Washington",5500.0,2015-01-13,fiberglass ,monohull,1,0,outboard,1,0,2015,6287.882303800994
1456,O'Day 27,27.0,9.0,5.0,1977,cruiser,"Ventura Harbor, California",6200.0,2015-01-13,fiberglass ,monohull,1,0,outboard,1,0,2015,7088.158233375666
1458,Hardin Voyager,44.0,13.8,6.0,1978,cruiser,"Sea of Cortez Mexico, Outside United States",130000.0,2015-01-11,fiberglass ,monohull,1,1,inboard,1,1,2015,148622.6726352962
1459,Hinterhoeller Frers F 3,36.0,11.1,6.9,1984,racer,"City Island, New York",34900.0,2015-01-10,fiberglass ,monohull,1,1,inboard,1,1,2015,39899.47134593722
1463,US Yachts 27,27.0,10.0,5.0,1982,cruiser,"Everett WA, Washington",6500.0,2015-01-08,fiberglass ,monohull,1,0,motorless,0,0,2015,7431.133631764811
1464,Catalina 36 MK11 wing keel TR,36.0,11.11,4.5,1993,cruiser,"Hollywood FL, Florida",55000.0,2015-01-08,fiberglass ,monohull,1,1,inboard,1,1,2015,62878.82303800994
1465,hunter cherubini,37.0,12.0,6.0,1980,cruiser,"deep river connecticut, Connecticut",30000.0,2015-01-07,fiberglass ,monohull,1,1,inboard,1,1,2015,34297.53983891451
1466,Pearson Pearson 35,35.0,10.0,3.9,1971,cruiser,"Port Washington, New York",28500.0,2015-01-07,fiberglass ,monohull,1,1,inboard,1,1,2015,32582.662846968786
1468,CATALINA C-22,22.0,8.0,5.0,1983,cruiser,"CARLYLE, Illinois",5400.0,2015-01-05,fiberglass ,monohull,1,0,outboard,1,0,2015,6173.557171004612
1469,JEANNEAU ESPACE,33.0,14.0,4.0,1986,cruiser,"PANAMA, Outside United States",25000.0,2015-01-05,fiberglass ,monohull,1,1,inboard,1,1,2015,28581.28319909543
1470,Jeanneau Melody,34.0,10.0,6.0,1980,cruiser,"San Blas  Panama, Outside United States",27000.0,2015-01-04,fiberglass ,monohull,1,1,inboard,1,1,2015,30867.785855023063
1472,Catalina Catalina 27,26.83,8.83,4.0,1980,cruiser,"Ithaca, New York",7000.0,2020-04-30,fiberglass ,monohull,1,1,inboard,1,1,2020,7328.861601709357
1473,Catalina 270LE,27.0,9.4,3.6,1994,cruiser,"SHM Sandusky, Ohio",24500.0,2020-04-30,fiberglass ,monohull,1,1,inboard,1,1,2020,25651.01560598275
1474,Irwin Citation,39.9,12.17,6.25,1980,cruiser,"San Blas Panama, Outside United States",25000.0,2020-04-29,fiberglass ,monohull,1,1,inboard,1,1,2020,26174.50572039056
1475,Jensen ,31.0,12.0,5.0,1996,motorsailer,"Fort Lauderdale, Florida",6000.0,2020-04-28,steel ,monohull,1,1,inboard,1,1,2020,6281.881372893735
1477,Irwin Coastal Cruiser,28.5,8.0,4.5,1972,cruiser,"Queens, New York",5500.0,2020-04-27,fiberglass ,monohull,1,1,inboard,1,1,2020,5758.391258485924
1479,Ericson E38,38.0,11.0,4.5,1981,cruiser,"Middletown, Connecticut",39500.0,2020-04-26,fiberglass ,monohull,1,1,inboard,1,1,2020,41355.71903821709
1481,Seafarer Sailboat,26.0,8.3,3.9,1979,cruiser,"Eagle Bay, Outside United States",14750.0,2020-04-25,fiberglass ,monohull,1,1,inboard,1,1,2020,15442.95837503043
1483,Alizes Marine Grand Disko,43.0,14.0,7.21,1986,cruiser,"San Blas Panama, Outside United States",32000.0,2020-04-25,steel ,monohull,1,1,inboard,1,1,2020,33503.36732209991
1488,Peterson Offshore,34.0,11.25,6.25,1978,racer,"Fort Pierce, Florida",14500.0,2020-04-22,fiberglass ,monohull,1,1,inboard,1,1,2020,15181.213317826525
1489,Lagier Boat Building George Buhler 50,50.0,13.6,6.9,1991,cruiser,"Vallejo CA, California",59000.0,2020-04-22,steel ,monohull,1,1,inboard,1,1,2020,61771.83350012172
1493,catalina ,25.0,8.0,4.0,1982,cruiser,"norwalkct, Connecticut",7500.0,2020-04-19,fiberglass ,monohull,1,0,inboard,1,1,2020,7852.351716117168
1500,Catalina ,30.0,10.1,5.0,1985,racer,"Ocean view norfolk, Virginia",14000.0,2020-04-13,fiberglass ,monohull,1,1,inboard,1,1,2020,14657.723203418716
1502,Choey Lee Clipper 33,33.0,9.6,4.0,1970,cruiser,"Sausalito, California",48000.0,2020-04-12,fiberglass ,monohull,1,1,inboard,1,1,2020,50255.05098314988
1503,Catalina Capri,22.0,8.0,4.0,1988,racer,"San Diego, California",9200.0,2020-04-12,fiberglass ,monohull,1,0,outboard,1,0,2020,9632.218105103728
1505,Hunter 340,34.0,11.6,4.5,1997,cruiser,"Warwick, Rhode Island",46000.0,2020-04-11,fiberglass ,monohull,1,1,inboard,1,1,2020,48161.09052551863
1508,Hunter ,27.2,9.3,3.9,1980,cruiser,"Pepin Marina, Wisconsin",7200.0,2020-04-09,fiberglass ,monohull,1,1,inboard,1,1,2020,7538.257647472481
